cluster_id,dependency_group,sampling_frame_id,unit_type,source_id,publication_year,system_taxon,conflict_family,shared_structure,function_a,function_b,conflict_status,architecture_mode,structural_module_division,module_substrate,conflict_timing_geometry,conflict_spatial_geometry,self_compatibility,autonomous_selfing,pollinator_dependence,life_history,study_design,evidence_quality,adjudication_status,primary_model_eligible,exclusion_reason,source_basis,claim_ceiling,notes
U2_Narcissus_triandrus_screen,Narcissus_triandrus,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Sage_Strumas_Cole_Barrett_1999,1999,Narcissus triandrus,SEXUAL_INTERFERENCE,stylar polymorphism and pollen-pistil system,pollen export,female compatible pollen/seed function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,UNRESOLVED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,self/cross pollination and stylar-polymorphism study,HIGH,SCREENED,false,,Sage_Strumas_Cole_Barrett_1999_AJB,u2_review_defined_source_screen_not_independently_double_coded,Self-sterility and stylar polymorphism are documented; direct sexual-interference cost remains unassigned.
U2_Pontederia_sagittata_screen,Pontederia_sagittata,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Scribailo_Barrett_1994,1994,Pontederia sagittata,SEXUAL_INTERFERENCE,tristylous stigma-anther/pollen-pistil system,self pollen deposition,outcross seed set,POSITIVE,SPATIAL_SEPARATION,false,SERIAL_WITHIN_FLOWER,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,SELF_INCOMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,prior-self then cross pollination across three style morphs,HIGH,SCREENED,false,,10.1007/BF00227709,u2_review_defined_source_screen_not_independently_double_coded,"Prior self pollen reduces outcrossed seed set in a morph- and timing-dependent manner, with strongest effects in long-styled flowers."
U2_Epilobium_obcordatum_screen,Epilobium_obcordatum,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Seavey_Carter_1993,1993,Epilobium obcordatum,SEXUAL_INTERFERENCE,pollen-pistil reproductive system,male pollen function,female seed function,UNRESOLVED,UNRESOLVED,unresolved,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,self-sterility study,MODERATE,SCREENED,false,,Seavey_Carter_1993_AJB,u2_review_defined_source_screen_not_independently_double_coded,Self-sterility is not equated with sexual interference without a direct mixed-pollen or organ-interference test.
U2_Turnera_ulmifolia_screen,Turnera_ulmifolia,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Shore_Barrett_1984,1984,Turnera ulmifolia,SEXUAL_INTERFERENCE,distylous pollen-stigma system,self/incompatible pollen deposition,outcross seed set,NO_DEMONSTRATED_CONFLICT,SPATIAL_SEPARATION,false,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,incompatible-pollen and seed-set experiment,HIGH,SCREENED,false,,Shore_Barrett_1984_Canadian_Journal_Botany,u2_review_defined_source_screen_not_independently_double_coded,Barrett review reports little influence of prior self/incompatible pollen on seed set; retained as a specificity/null case despite distylous spatial architecture.
U2_Ipomopsis_aggregata_screen,Ipomopsis_aggregata,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Waser_Price_1991,1991,Ipomopsis aggregata,SEXUAL_INTERFERENCE,pollen-pistil/ovule reproductive system,self pollen function,outcross ovule and seed function,POSITIVE,UNRESOLVED,unresolved,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,self versus outcross pollen fate and ovule/seed study,HIGH,SCREENED,false,,10.1002/j.1537-2197.1991.tb14511.x,u2_review_defined_source_screen_not_independently_double_coded,"The source establishes reproductive costs of self pollination/ovule usurpation, but this screen does not infer a particular avoidance architecture from that cost."
U2_Alpinia_kwangsiensis_screen,Alpinia_kwangsiensis,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Li_et_al_2001_Nature_Acta,2001,Alpinia kwangsiensis,SEXUAL_INTERFERENCE,flexistylous style-anther presentation system,male pollen export,female pollen receipt,UNRESOLVED,TEMPORAL_AND_SPATIAL_SEPARATION,false,SERIAL_WITHIN_FLOWER,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,description/functional study of cata- and hyper-flexistyly,HIGH,SCREENED,false,,10.1038/35068635,u2_review_defined_source_screen_not_independently_double_coded,Spatial and temporal segregation of sex roles is directly observed; the current source set does not independently quantify the pre-separation interference cost.
U2_Wachendorfia_paniculata_screen,Wachendorfia_paniculata,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Jesson_Barrett_2002_AJB,2002,Wachendorfia paniculata,SEXUAL_INTERFERENCE,enantiostylous left/right style orientation system,pollen export,pollen receipt/outcrossing,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,comparative field pollinations and mating-system analysis,HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_review_defined_source_screen_not_independently_double_coded,Dimorphic enantiostyly and mating-system differences are clear; this conservative row does not promote conflict without a direct interference experiment in the focal source.
U2_Wachendorfia_brachyandra_screen,Wachendorfia_brachyandra,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Jesson_Barrett_2002_AJB,2002,Wachendorfia brachyandra,SEXUAL_INTERFERENCE,enantiostylous left/right style orientation system,pollen export,pollen receipt/outcrossing,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,comparative field pollinations and mating-system analysis,HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_review_defined_source_screen_not_independently_double_coded,Dimorphic enantiostyly and mating-system differences are clear; this conservative row does not promote conflict without a direct interference experiment in the focal source.
U2_Wachendorfia_parviflora_screen,Wachendorfia_parviflora,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Jesson_Barrett_2002_AJB,2002,Wachendorfia parviflora,SEXUAL_INTERFERENCE,enantiostylous left/right style orientation system,pollen export,pollen receipt/outcrossing,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,comparative field pollinations and mating-system analysis,HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_review_defined_source_screen_not_independently_double_coded,Dimorphic enantiostyly and mating-system differences are clear; this conservative row does not promote conflict without a direct interference experiment in the focal source.
U2_Wachendorfia_thyrsiflora_screen,Wachendorfia_thyrsiflora,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Jesson_Barrett_2002_AJB,2002,Wachendorfia thyrsiflora,SEXUAL_INTERFERENCE,enantiostylous left/right style orientation system,pollen export,pollen receipt/outcrossing,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,comparative field pollinations and mating-system analysis,HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_review_defined_source_screen_not_independently_double_coded,Dimorphic enantiostyly and mating-system differences are clear; this conservative row does not promote conflict without a direct interference experiment in the focal source.
U2_Solanum_rostratum_historical_screen,Solanum_rostratum_historical,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Todd_1882,1882,Solanum rostratum,SEXUAL_INTERFERENCE,heterantherous stamen and style-orientation system,pollen reward/export,pollen delivery to stigma,UNRESOLVED,UNRESOLVED,unresolved,SERIAL_WITHIN_FLOWER,UNRESOLVED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,historical natural-history observation,LOW,SCREENED,false,,Todd_1882_American_Naturalist,u2_review_defined_source_screen_not_independently_double_coded,Historical observation is retained for discovery but does not by itself establish functional division of labour or the conflict mechanism.
U2_Chamaecrista_fasciculata_historical_screen,Chamaecrista_fasciculata_historical,U2_BARRETT_2002_PROVISIONAL_SCREEN,SPECIES,Todd_1882,1882,Chamaecrista fasciculata,SEXUAL_INTERFERENCE,heterantherous stamen system,pollen reward/export,pollen delivery to stigma,UNRESOLVED,UNRESOLVED,unresolved,SERIAL_WITHIN_FLOWER,UNRESOLVED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,historical natural-history observation,LOW,SCREENED,false,,Todd_1882_American_Naturalist,u2_review_defined_source_screen_not_independently_double_coded,Todd used the synonym Cassia chamaecrista; historical architecture evidence is not promoted to modern function/mechanism.
