cluster_id,dependency_group,sampling_frame_id,unit_type,source_id,publication_year,system_taxon,conflict_family,shared_structure,function_a,function_b,conflict_status,architecture_mode,structural_module_division,module_substrate,conflict_timing_geometry,conflict_spatial_geometry,self_compatibility,autonomous_selfing,pollinator_dependence,life_history,study_design,evidence_quality,adjudication_status,primary_model_eligible,exclusion_reason,source_basis,claim_ceiling,notes
U2_Narcissus_triandrus_screen,Narcissus_triandrus,U2_BARRETT_2002,SPECIES,Sage_Strumas_Cole_Barrett_1999,1999,Narcissus triandrus,SEXUAL_INTERFERENCE,stylar-polymorphism and pollen-pistil system,male reproductive function,female reproductive function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,controlled self/cross pollination and ovule-development histology,HIGH,SCREENED,false,,10.2307/2656706,u2_primary_source_screen_only_not_independently_adjudicated,"Self-pollination yields lower seed set and self-sterility is mechanistically resolved, but this does not by itself identify male-female interference as the selective conflict maintaining the floral polymorphism."
U2_Pontederia_sagittata_screen,Pontederia_sagittata,U2_BARRETT_2002,SPECIES,Scribailo_Barrett_1994,1994,Pontederia sagittata,SEXUAL_INTERFERENCE,tristylous pollen-stigma system,male reproductive function,female reproductive function,POSITIVE,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,SELF_INCOMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,controlled self-before-compatible pollen timing experiment across three style morphs,HIGH,SCREENED,false,,10.1007/BF00227709,u2_primary_source_screen_only_not_independently_adjudicated,Prior self pollen reduces outcrossed seed set in morph- and timing-dependent fashion; tristyly is retained as a polymorphic architecture rather than forced into a binary structural outcome.
U2_Epilobium_obcordatum_screen,Epilobium_obcordatum,U2_BARRETT_2002,SPECIES,Seavey_Carter_1993,1994,Epilobium obcordatum,SEXUAL_INTERFERENCE,hermaphroditic pollen-pistil system,male reproductive function,female reproductive function,POSITIVE,SHARED_INTEGRATED,false,MULTILEVEL,MIXED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,greenhouse self/cross and pollen-chase experiments,HIGH,SCREENED,false,,10.2307/2445460,u2_primary_source_screen_only_not_independently_adjudicated,Previously or simultaneously applied self pollen reduced seed set in two of three chase tests; the primary source does not establish a differentiated architecture resolving that cost.
U2_Turnera_ulmifolia_screen,Turnera_ulmifolia,U2_BARRETT_2002,SPECIES,Shore_Barrett_1984,1984,Turnera ulmifolia,SEXUAL_INTERFERENCE,distylous pollen-stigma system,male reproductive function,female reproductive function,NO_DEMONSTRATED_CONFLICT,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,MIXED,SAME_UNIT,SELF_INCOMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,controlled compatible/incompatible pollen dosage and timing experiment,HIGH,SCREENED,false,,10.1139/b84-175,u2_primary_source_screen_only_not_independently_adjudicated,Most compatible/incompatible mixtures did not reduce seed set; clogging appeared only under an extreme long-styled treatment. Authors conclude pollen clogging was unlikely to play a major role in the evolution/maintenance of distyly.
U2_Ipomopsis_aggregata_screen,Ipomopsis_aggregata,U2_BARRETT_2002,SPECIES,Waser_Price_1991,1991,Ipomopsis aggregata,SEXUAL_INTERFERENCE,hermaphroditic pollen-pistil system,male reproductive function,female reproductive function,POSITIVE,SHARED_INTEGRATED,false,MULTILEVEL,MIXED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,histology plus mixed self/outcross pollination experiment,HIGH,SCREENED,false,,10.1002/j.1537-2197.1991.tb14511.x,u2_primary_source_screen_only_not_independently_adjudicated,"Self pollen germinates and penetrates ovules; adding self pollen with outcross pollen reduces seed set by about 42%, supporting an ovule-usurpation cost without a directly established separated architecture in the cited source."
U2_Alpinia_kwangsiensis_screen,Alpinia_kwangsiensis,U2_BARRETT_2002,SPECIES,Li_et_al_2001a_2001b,2001,Alpinia kwangsiensis,SEXUAL_INTERFERENCE,moving style-anther system within one-day hermaphroditic flowers,male reproductive function,female reproductive function,UNRESOLVED,TEMPORAL_SEPARATION,false,MULTILEVEL,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,within-day floral-behaviour observations across flexistylous morphs,HIGH,SCREENED,false,,10.1038/35068635,u2_primary_source_screen_only_not_independently_adjudicated,"Style movement clearly separates stigma receptivity from pollen presentation and promotes outcrossing. The cited primary source does not independently isolate male-female interference from anti-selfing/inbreeding-avoidance explanations, so conflict remains UNRESOLVED."
U2_Wachendorfia_paniculata_screen,Wachendorfia_paniculata,U2_BARRETT_2002,SPECIES,Jesson_Barrett_2002,2002,Wachendorfia paniculata,SEXUAL_INTERFERENCE,enantiostylous left-right style/anther positioning system,male reproductive function,female reproductive function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,"four-species field pollination, mating-system and style-morph comparison",HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_primary_source_screen_only_not_independently_adjudicated,"Enantiostyly and high outcrossing are source-resolved. The primary paper tests maintenance of the polymorphism rather than directly demonstrating sexual interference, so conflict remains UNRESOLVED."
U2_Wachendorfia_brachyandra_screen,Wachendorfia_brachyandra,U2_BARRETT_2002,SPECIES,Jesson_Barrett_2002,2002,Wachendorfia brachyandra,SEXUAL_INTERFERENCE,enantiostylous left-right style/anther positioning system,male reproductive function,female reproductive function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SIMULTANEOUS,SAME_UNIT,SELF_COMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,"four-species field pollination, mating-system and style-morph comparison",HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_primary_source_screen_only_not_independently_adjudicated,"Enantiostyly and mixed mating with delayed selfing are source-resolved. The primary paper tests maintenance of the polymorphism rather than directly demonstrating sexual interference, so conflict remains UNRESOLVED."
U2_Wachendorfia_parviflora_screen,Wachendorfia_parviflora,U2_BARRETT_2002,SPECIES,Jesson_Barrett_2002,2002,Wachendorfia parviflora,SEXUAL_INTERFERENCE,enantiostylous left-right style/anther positioning system,male reproductive function,female reproductive function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SIMULTANEOUS,SAME_UNIT,SELF_COMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,"four-species field pollination, mating-system and style-morph comparison",HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_primary_source_screen_only_not_independently_adjudicated,"Enantiostyly and mixed mating to predominant selfing among populations are source-resolved. The primary paper tests maintenance of the polymorphism rather than directly demonstrating sexual interference, so conflict remains UNRESOLVED."
U2_Wachendorfia_thyrsiflora_screen,Wachendorfia_thyrsiflora,U2_BARRETT_2002,SPECIES,Jesson_Barrett_2002,2002,Wachendorfia thyrsiflora,SEXUAL_INTERFERENCE,enantiostylous left-right style/anther positioning system,male reproductive function,female reproductive function,UNRESOLVED,POLYMORPHIC_OR_MOSAIC,unresolved,MULTILEVEL,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,"four-species field pollination, mating-system and style-morph comparison",HIGH,SCREENED,false,,10.3732/ajb.89.2.253,u2_primary_source_screen_only_not_independently_adjudicated,"Enantiostyly and mixed mating and clonal recruitment are source-resolved. The primary paper tests maintenance of the polymorphism rather than directly demonstrating sexual interference, so conflict remains UNRESOLVED."
U2_Solanum_rostratum_historical_screen,Solanum_rostratum_historical,U2_BARRETT_2002,SPECIES,Todd_1882,1882,Solanum rostratum,SEXUAL_INTERFERENCE,heterantherous stamen system,male reproductive function,female reproductive function,UNRESOLVED,UNRESOLVED,unresolved,SERIAL_WITHIN_FLOWER,UNRESOLVED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,historical floral natural-history observation,LOW,SCREENED,false,,Todd_1882_American_Naturalist,u2_primary_source_screen_only_not_independently_adjudicated,Historical heteranthery observation is discovery evidence only; modern functional division-of-labour evidence is deliberately not imported into this U2 source-only screen.
U2_Chamaecrista_fasciculata_historical_screen,Chamaecrista_fasciculata_historical,U2_BARRETT_2002,SPECIES,Todd_1882,1882,Chamaecrista fasciculata (Todd: Cassia chamaecrista),SEXUAL_INTERFERENCE,heterantherous stamen system,male reproductive function,female reproductive function,UNRESOLVED,UNRESOLVED,unresolved,SERIAL_WITHIN_FLOWER,UNRESOLVED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,historical floral natural-history observation,LOW,SCREENED,false,,Todd_1882_American_Naturalist,u2_primary_source_screen_only_not_independently_adjudicated,Historical heteranthery observation retained without importing later functional interpretations; conflict and division-of-labour architecture remain unresolved in this source-only screen.
