cluster_id,dependency_group,sampling_frame_id,unit_type,source_id,publication_year,system_taxon,conflict_family,shared_structure,function_a,function_b,conflict_status,resolution_mode,structural_module_division,module_substrate,conflict_timing_geometry,conflict_spatial_geometry,self_compatibility,autonomous_selfing,pollinator_dependence,life_history,study_design,evidence_quality,adjudication_status,primary_model_eligible,exclusion_reason,source_basis,claim_ceiling,notes
Abelia_grandiflora_plant,Abelia_grandiflora,PLANT_PILOT_V1,SPECIES,Yu_2021,2021,Abelia x grandiflora,POLLINATION_ABIOTIC,flower orientation,pollinator attraction,rain protection,NO_DEMONSTRATED_CONFLICT,SHARED_COMPROMISE,false,SINGLE_OR_CONTINUOUS,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,three-orientation field experiment,HIGH,SCREENED,false,,doi:10.1111/plb.13197,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Ipomopsis_aggregata_plant,Ipomopsis_aggregata,PLANT_PILOT_V1,SPECIES,Irwin_2006,2006,Ipomopsis aggregata,POLLINATOR_ANTAGONIST,floral display and nectar-access phenotype,pollinator attraction,nectar robber tolerance or avoidance,UNRESOLVED,SHARED_COMPROMISE,false,SINGLE_OR_CONTINUOUS,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,field selection and tolerance experiments,MODERATE,SCREENED,false,,doi:10.1086/499377,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Solanum_rostratum_plant,Solanum_rostratum,PLANT_PILOT_V1,SPECIES,VallejoMarin_et_al_2009,2009,Solanum rostratum,POLLEN_REWARD_GAMETE,pollen-bearing stamen system,pollen reward to pollinators,pollen export for fertilization,POSITIVE,WITHIN_FLOWER_DIVISION_OF_LABOUR,true,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,flight-cage experiment plus evolutionary model,HIGH,SCREENED,false,,doi:10.1111/j.1420-9101.2009.01693.x,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Pinguicula_vallisneriifolia_plant,Pinguicula_vallisneriifolia,PLANT_PILOT_V1,SPECIES,Zamora_1999,1999,Pinguicula vallisneriifolia,POLLINATOR_PREY,flower-trap insect attraction system,pollinator attraction,prey capture,POSITIVE,SPATIAL_SEPARATION,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,field pollinator-prey overlap and pollen limitation,HIGH,SCREENED,false,,Jurgens_et_al_2012_review_of_Zamora_1999,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_spatulata_plant,Drosera_spatulata,PLANT_PILOT_V1,SPECIES,ElSayed_et_al_2016,2016,Drosera spatulata,POLLINATOR_PREY,flower-trap signal and position system,pollinator attraction,prey capture,NO_DEMONSTRATED_CONFLICT,SPATIAL_SEPARATION,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,behavioural experiment and volatile analysis,HIGH,SCREENED,false,,doi:10.1038/srep21065,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_arcturi_plant,Drosera_arcturi,PLANT_PILOT_V1,SPECIES,ElSayed_et_al_2016,2016,Drosera arcturi,POLLINATOR_PREY,flower-trap signal and position system,pollinator attraction,prey capture,NO_DEMONSTRATED_CONFLICT,SPATIAL_SEPARATION,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,behavioural experiment and volatile analysis,HIGH,SCREENED,false,,doi:10.1038/srep21065,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_auriculata_plant,Drosera_auriculata,PLANT_PILOT_V1,SPECIES,ElSayed_et_al_2016,2016,Drosera auriculata,POLLINATOR_PREY,flower-trap chemical signal system,pollinator attraction,prey capture,NO_DEMONSTRATED_CONFLICT,SPATIAL_SEPARATION,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,volatile chemistry and insect behaviour,HIGH,SCREENED,false,,doi:10.1038/srep21065,plant_macro_pilot_screen_only,Chemical rather than gross spatial separation is the key mechanism; coded as between-module separation for pilot stress testing.
Drosera_pauciflora_plant,Drosera_pauciflora,PLANT_PILOT_V1,SPECIES,Anderson_2010,2010,Drosera pauciflora,POLLINATOR_PREY,flower-trap display geometry,pollinator attraction,prey capture,NO_DEMONSTRATED_CONFLICT,SHARED_COMPROMISE,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,experimental flower-height manipulation,HIGH,SCREENED,false,,PMC2944978,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_makinoi_plant,Drosera_makinoi,PLANT_PILOT_V1,SPECIES,Murza_et_al_2018,2018,Drosera makinoi,POLLINATOR_PREY,flower-trap insect interaction system,pollination,prey capture,NO_DEMONSTRATED_CONFLICT,SHARED_COMPROMISE,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,field pollinator and prey census,MODERATE,SCREENED,false,,doi:10.1007/s11284-018-1572-6,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_toyoakensis_plant,Drosera_toyoakensis,PLANT_PILOT_V1,SPECIES,Murza_et_al_2018,2018,Drosera toyoakensis,POLLINATOR_PREY,flower-trap insect interaction system,pollination,prey capture,NO_DEMONSTRATED_CONFLICT,SHARED_COMPROMISE,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,field pollinator and prey census,MODERATE,SCREENED,false,,doi:10.1007/s11284-018-1572-6,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Drosera_hookeri_plant,Drosera_hookeri,PLANT_PILOT_V1,SPECIES,FatalAttraction_2026,2026,Drosera hookeri,POLLINATOR_PREY,flower-trap insect interaction system,pollination,prey capture,UNRESOLVED,SHARED_COMPROMISE,false,PREEXISTING_SEPARATE_ORGANS,SIMULTANEOUS,BETWEEN_MODULES,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,field video hand-pollination and prey experiment,HIGH,SCREENED,false,,PubMed:42324988,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Nicotiana_attenuata_plant,Nicotiana_attenuata,PLANT_PILOT_V1,SPECIES,Kessler_program_2008_2018,2018,Nicotiana attenuata,POLLINATOR_ANTAGONIST,floral chemical and reward signal system,pollinator attraction,antagonist avoidance and defence,UNRESOLVED,UNRESOLVED,unresolved,MULTILEVEL,MIXED,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,multi-study experimental programme,HIGH,SCREENED,false,,SCH_NICOTIANA_PROGRAM_COMPOSITE_BRIDGE_V1,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Pulsatilla_alpina_plant,Pulsatilla_alpina,PLANT_PILOT_V1,SPECIES,Chen_Pannell_2023,2023,Pulsatilla alpina,SEXUAL_INTERFERENCE,bisexual and repeated floral modules,female reproductive function,male reproductive function,POSITIVE,AMONG_FLOWER_MODULE_DIVISION,true,REPEATED_FLOWERS,SEASONALLY_ALTERNATING,BETWEEN_MODULES,SELF_COMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,phenology sex-allocation and selection-gradient field study,HIGH,SCREENED,false,,PMC10685137,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Cyananthus_delavayi_plant,Cyananthus_delavayi,PLANT_PILOT_V1,SPECIES,Wang_et_al_2021,2021,Cyananthus delavayi,SEXUAL_INTERFERENCE,protandrous hermaphroditic flower and gender polymorphism,male reproductive function,female reproductive function,POSITIVE,POLYMORPHIC_OR_MOSAIC,unresolved,REPEATED_FLOWERS,SEQUENTIAL_WITHIN_UNIT,AMONG_INDIVIDUALS,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,five-population pollen-removal field experiment,HIGH,SCREENED,false,,doi:10.1111/evo.14113,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Senna_heteranthery_plant,Senna_heteranthery_group,PLANT_PILOT_V1,COMPARATIVE_CLADE,Amorim_et_al_2017,2017,Senna alata / S. spectabilis / S. acuruensis,POLLEN_REWARD_GAMETE,pollen-bearing stamen system,pollen reward to bees,pollen export for fertilization,POSITIVE,WITHIN_FLOWER_DIVISION_OF_LABOUR,true,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,morphology artificial sonication and field bee observations,HIGH,SCREENED,false,,doi:10.1111/plb.12607,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Melastoma_candidum_plant,Melastoma_candidum,PLANT_PILOT_V1,SPECIES,Hachiman_Uejo_Denda_2024,2024,Melastoma candidum,POLLEN_REWARD_GAMETE,dimorphic stamen system,pollen reward to pollinators,pollen transfer for fertilization,POSITIVE,WITHIN_FLOWER_DIVISION_OF_LABOUR,true,SERIAL_WITHIN_FLOWER,SIMULTANEOUS,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,morphology pollen fertility biomechanics and pollinator interaction,MODERATE,SCREENED,false,,doi:10.26786/1920-7603(2024)810,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
Passiflora_incarnata_plant,Passiflora_incarnata,PLANT_PILOT_V1,SPECIES,Dai_Galloway_2011,2011,Passiflora incarnata,SEXUAL_INTERFERENCE,anther-stigma position and style movement,male pollen export,female pollen receipt and fruit production,POSITIVE,TEMPORAL_SEPARATION,false,SERIAL_WITHIN_FLOWER,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,SELF_INCOMPATIBLE,UNRESOLVED,HIGH,PERENNIAL,adichogamy and unisexual floral manipulations,HIGH,SCREENED,false,,doi:10.1111/j.1365-2435.2010.01795.x,plant_macro_pilot_screen_only,Natural flowers combine dichogamy and herkogamy; coded TEMPORAL_SEPARATION for first-pass mode stress test because incomplete protandry directly protects pollen export.
Narcissus_assoanus_plant,Narcissus_assoanus,PLANT_PILOT_V1,SPECIES,Cesaro_et_al_2004,2004,Narcissus assoanus,SEXUAL_INTERFERENCE,stigma-anther timing and position,male pollen export,female ovule and stigma function,POSITIVE,POLYMORPHIC_OR_MOSAIC,unresolved,SERIAL_WITHIN_FLOWER,MIXED,SAME_UNIT,SELF_INCOMPATIBLE,UNRESOLVED,UNRESOLVED,UNRESOLVED,self-pollination manipulation in stigma-height dimorphism,HIGH,SCREENED,false,,doi:10.1111/j.1420-9101.2004.00767.x,plant_macro_pilot_screen_only,Long- and short-styled morphs use alternative dichogamy-versus-herkogamy strategies; retained as polymorphic resolution rather than forcing one nominal mode.
Lychnis_cognata_plant,Lychnis_cognata,PLANT_PILOT_V1,SPECIES,Duan_et_al_2017,2017,Lychnis cognata,SEXUAL_INTERFERENCE,moving stamen and pistil presentation system,male pollen export among stamens,female stigma receipt,POSITIVE,TEMPORAL_SEPARATION,false,SERIAL_WITHIN_FLOWER,SEQUENTIAL_WITHIN_UNIT,SAME_UNIT,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,stamen-movement manipulation and pollinator observations,HIGH,SCREENED,false,,PubMed:28702163,plant_macro_pilot_screen_only,First-pass plant-specific recoding; not confirmatory until independent adjudication and outcome-blind search freeze.
